Election Year,Total Votes,Municipality,PA Senate Candidate,PA Senate Candidate Party,PA Senate District Prop,PA Senate Office Prop,PA Senate Office Votes,PA Senate Precinct Prop,PA Senate Precinct Votes,POTUS Candidate,POTUS Candidate Party,POTUS District Prop,POTUS Office Prop,POTUS Office Votes,POTUS Precinct Prop,POTUS Precinct Votes,Precinct,Total Turnout,US Senate Candidate,US Senate Candidate Party,US Senate District Prop,US Senate Office Prop,US Senate Office Votes,US Senate Precinct Prop,US Senate Precinct Votes,GEOID
2016,1019,Donegal Twp,Kim Ward,R,4.6112238,100,112790,6.666666667,682,Donald J Trump,R,17.22372779,32.52,116522,24.89120975,572,Donegal Township Four Mile Run,75.66,Katie McGinty,D,3.604757548,34.88,62981,5.239361702,197,42129370
2016,1019,Donegal Twp,Kim Ward,R,4.6112238,100,112790,6.666666667,682,Darrell L Castle,C,0.030111412,0.3,557,0.043516101,1,Donegal Township Four Mile Run,75.66,Pat Toomey,R,9.460201281,59.55,107532,13.75,517,42129370
2016,1019,Donegal Twp,Kim Ward,R,4.6112238,100,112790,6.666666667,682,Jill Stein,GRN,0.210779886,NA,768,0.304612707,7,Donegal Township Four Mile Run,75.66,Edward T Clifford III,L,0.695333943,4.82,9745,1.010638298,38,42129370
2016,1019,Donegal Twp,Kim Ward,R,4.6112238,100,112790,6.666666667,682,Gary Johnson,L,0.331225534,2.38,4367,0.478677111,11,Donegal Township Four Mile Run,75.66,Katie McGinty,D,3.604757548,34.88,62981,5.239361702,197,42129370
2016,1019,Donegal Twp,Kim Ward,R,4.6112238,100,112790,6.666666667,682,Hillary Clinton,D,5.269497139,32.52,59669,7.615317668,175,Donegal Township Four Mile Run,75.66,Pat Toomey,R,9.460201281,59.55,107532,13.75,517,42129370
2016,1019,Donegal Twp,Kim Ward,R,4.6112238,100,112790,6.666666667,682,Donald J Trump,R,17.22372779,32.52,116522,24.89120975,572,Donegal Township Four Mile Run,75.66,Edward T Clifford III,L,0.695333943,4.82,9745,1.010638298,38,42129370
2016,1019,Donegal Twp,Kim Ward,R,4.6112238,100,112790,6.666666667,682,Darrell L Castle,C,0.030111412,0.3,557,0.043516101,1,Donegal Township Four Mile Run,75.66,Katie McGinty,D,3.604757548,34.88,62981,5.239361702,197,42129370
2016,1019,Donegal Twp,Kim Ward,R,4.6112238,100,112790,6.666666667,682,Jill Stein,GRN,0.210779886,NA,768,0.304612707,7,Donegal Township Four Mile Run,75.66,Pat Toomey,R,9.460201281,59.55,107532,13.75,517,42129370
2016,1019,Donegal Twp,Kim Ward,R,4.6112238,100,112790,6.666666667,682,Gary Johnson,L,0.331225534,2.38,4367,0.478677111,11,Donegal Township Four Mile Run,75.66,Edward T Clifford III,L,0.695333943,4.82,9745,1.010638298,38,42129370
2016,471,Donegal Twp,Kim Ward,R,2.055442867,100,112790,6.666666667,304,Hillary Clinton,D,2.198133092,32.52,59669,7.135874878,73,Donegal Township Indian Creek,74.31,Katie McGinty,D,1.463860933,34.88,62981,4.692082111,80,42129380
2016,471,Donegal Twp,Kim Ward,R,2.055442867,100,112790,6.666666667,304,Donald J Trump,R,7.738632942,32.52,116522,25.12218964,257,Donegal Township Indian Creek,74.31,Pat Toomey,R,4.245196706,59.55,107532,13.60703812,232,42129380
2016,471,Donegal Twp,Kim Ward,R,2.055442867,100,112790,6.666666667,304,Darrell L Castle,C,0.030111412,0.3,557,0.097751711,1,Donegal Township Indian Creek,74.31,Edward T Clifford III,L,0.530649588,4.82,9745,1.700879765,29,42129380
2016,471,Donegal Twp,Kim Ward,R,2.055442867,100,112790,6.666666667,304,Jill Stein,GRN,0.090334237,NA,346,0.293255132,3,Donegal Township Indian Creek,74.31,Katie McGinty,D,1.463860933,34.88,62981,4.692082111,80,42129380
2016,471,Donegal Twp,Kim Ward,R,2.055442867,100,112790,6.666666667,304,Gary Johnson,L,0.210779886,2.38,4367,0.684261975,7,Donegal Township Indian Creek,74.31,Pat Toomey,R,4.245196706,59.55,107532,13.60703812,232,42129380
2016,471,Donegal Twp,Kim Ward,R,2.055442867,100,112790,6.666666667,304,Hillary Clinton,D,2.198133092,32.52,59669,7.135874878,73,Donegal Township Indian Creek,74.31,Edward T Clifford III,L,0.530649588,4.82,9745,1.700879765,29,42129380
2016,471,Donegal Twp,Kim Ward,R,2.055442867,100,112790,6.666666667,304,Donald J Trump,R,7.738632942,32.52,116522,25.12218964,257,Donegal Township Indian Creek,74.31,Katie McGinty,D,1.463860933,34.88,62981,4.692082111,80,42129380
2016,471,Donegal Twp,Kim Ward,R,2.055442867,100,112790,6.666666667,304,Darrell L Castle,C,0.030111412,0.3,557,0.097751711,1,Donegal Township Indian Creek,74.31,Pat Toomey,R,4.245196706,59.55,107532,13.60703812,232,42129380
2016,471,Donegal Twp,Kim Ward,R,2.055442867,100,112790,6.666666667,304,Jill Stein,GRN,0.090334237,NA,346,0.293255132,3,Donegal Township Indian Creek,74.31,Edward T Clifford III,L,0.530649588,4.82,9745,1.700879765,29,42129380
2016,471,Donegal Twp,Kim Ward,R,2.055442867,100,112790,6.666666667,304,Gary Johnson,L,0.210779886,2.38,4367,0.684261975,7,Donegal Township Indian Creek,74.31,Katie McGinty,D,1.463860933,34.88,62981,4.692082111,80,42129380
2016,471,Donegal Twp,Kim Ward,R,2.055442867,100,112790,6.666666667,304,Hillary Clinton,D,2.198133092,32.52,59669,7.135874878,73,Donegal Township Indian Creek,74.31,Pat Toomey,R,4.245196706,59.55,107532,13.60703812,232,42129380
2016,471,Donegal Twp,Kim Ward,R,2.055442867,100,112790,6.666666667,304,Donald J Trump,R,7.738632942,32.52,116522,25.12218964,257,Donegal Township Indian Creek,74.31,Edward T Clifford III,L,0.530649588,4.82,9745,1.700879765,29,42129380
2016,471,Donegal Twp,Kim Ward,R,2.055442867,100,112790,6.666666667,304,Darrell L Castle,C,0.030111412,0.3,557,0.097751711,1,Donegal Township Indian Creek,74.31,Katie McGinty,D,1.463860933,34.88,62981,4.692082111,80,42129380
2016,471,Donegal Twp,Kim Ward,R,2.055442867,100,112790,6.666666667,304,Jill Stein,GRN,0.090334237,NA,346,0.293255132,3,Donegal Township Indian Creek,74.31,Pat Toomey,R,4.245196706,59.55,107532,13.60703812,232,42129380
2016,471,Donegal Twp,Kim Ward,R,2.055442867,100,112790,6.666666667,304,Gary Johnson,L,0.210779886,2.38,4367,0.684261975,7,Donegal Township Indian Creek,74.31,Edward T Clifford III,L,0.530649588,4.82,9745,1.700879765,29,42129380
2016,480,E Huntingdon  Twp,NA,NA,NA,100,112790,NA,NA,Hillary Clinton,D,8.377896613,32.52,59669,8.377896613,94,East Huntingdon Township Bessemer Precinct 1,78.96,Katie McGinty,D,5.459459459,34.88,62981,5.459459459,101,42129400
2016,480,E Huntingdon  Twp,NA,NA,NA,100,112790,NA,NA,Donald J Trump,R,24.42067736,32.52,116522,24.42067736,274,East Huntingdon Township Bessemer Precinct 1,78.96,Pat Toomey,R,12.97297297,59.55,107532,12.97297297,240,42129400
2016,480,E Huntingdon  Twp,NA,NA,NA,100,112790,NA,NA,Darrell L Castle,C,0,0.3,557,0,0,East Huntingdon Township Bessemer Precinct 1,78.96,Edward T Clifford III,L,1.567567568,4.82,9745,1.567567568,29,42129400
2016,480,E Huntingdon  Twp,NA,NA,NA,100,112790,NA,NA,Jill Stein,GRN,0.178253119,NA,375,0.178253119,2,East Huntingdon Township Bessemer Precinct 1,78.96,Katie McGinty,D,5.459459459,34.88,62981,5.459459459,101,42129400
2016,480,E Huntingdon  Twp,NA,NA,NA,100,112790,NA,NA,Gary Johnson,L,0.356506239,2.38,4367,0.356506239,4,East Huntingdon Township Bessemer Precinct 1,78.96,Pat Toomey,R,12.97297297,59.55,107532,12.97297297,240,42129400
2016,480,E Huntingdon  Twp,NA,NA,NA,100,112790,NA,NA,Hillary Clinton,D,8.377896613,32.52,59669,8.377896613,94,East Huntingdon Township Bessemer Precinct 1,78.96,Edward T Clifford III,L,1.567567568,4.82,9745,1.567567568,29,42129400
2016,480,E Huntingdon  Twp,NA,NA,NA,100,112790,NA,NA,Donald J Trump,R,24.42067736,32.52,116522,24.42067736,274,East Huntingdon Township Bessemer Precinct 1,78.96,Katie McGinty,D,5.459459459,34.88,62981,5.459459459,101,42129400
2016,480,E Huntingdon  Twp,NA,NA,NA,100,112790,NA,NA,Darrell L Castle,C,0,0.3,557,0,0,East Huntingdon Township Bessemer Precinct 1,78.96,Pat Toomey,R,12.97297297,59.55,107532,12.97297297,240,42129400
2016,480,E Huntingdon  Twp,NA,NA,NA,100,112790,NA,NA,Jill Stein,GRN,0.178253119,NA,375,0.178253119,2,East Huntingdon Township Bessemer Precinct 1,78.96,Edward T Clifford III,L,1.567567568,4.82,9745,1.567567568,29,42129400
2016,480,E Huntingdon  Twp,NA,NA,NA,100,112790,NA,NA,Gary Johnson,L,0.356506239,2.38,4367,0.356506239,4,East Huntingdon Township Bessemer Precinct 1,78.96,Katie McGinty,D,5.459459459,34.88,62981,5.459459459,101,42129400
2016,480,E Huntingdon  Twp,NA,NA,NA,100,112790,NA,NA,Hillary Clinton,D,8.377896613,32.52,59669,8.377896613,94,East Huntingdon Township Bessemer Precinct 1,78.96,Pat Toomey,R,12.97297297,59.55,107532,12.97297297,240,42129400
2016,480,E Huntingdon  Twp,NA,NA,NA,100,112790,NA,NA,Donald J Trump,R,24.42067736,32.52,116522,24.42067736,274,East Huntingdon Township Bessemer Precinct 1,78.96,Edward T Clifford III,L,1.567567568,4.82,9745,1.567567568,29,42129400
2016,480,E Huntingdon  Twp,NA,NA,NA,100,112790,NA,NA,Darrell L Castle,C,0,0.3,557,0,0,East Huntingdon Township Bessemer Precinct 1,78.96,Katie McGinty,D,5.459459459,34.88,62981,5.459459459,101,42129400
2016,480,E Huntingdon  Twp,NA,NA,NA,100,112790,NA,NA,Jill Stein,GRN,0.178253119,NA,375,0.178253119,2,East Huntingdon Township Bessemer Precinct 1,78.96,Pat Toomey,R,12.97297297,59.55,107532,12.97297297,240,42129400
2016,480,E Huntingdon  Twp,NA,NA,NA,100,112790,NA,NA,Gary Johnson,L,0.356506239,2.38,4367,0.356506239,4,East Huntingdon Township Bessemer Precinct 1,78.96,Edward T Clifford III,L,1.567567568,4.82,9745,1.567567568,29,42129400
2016,1024,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Hillary Clinton,D,1.897612345,32.52,59669,8.220415537,182,East Huntingdon Township Bessemer Precinct 2,72.56,Katie McGinty,D,1.334180432,34.88,62981,5.785123967,210,42129410
2016,1024,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Donald J Trump,R,5.51558753,32.52,116522,23.8934056,529,East Huntingdon Township Bessemer Precinct 2,72.56,Pat Toomey,R,2.90978399,59.55,107532,12.61707989,458,42129410
2016,1024,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Darrell L Castle,C,0.010426441,0.3,557,0.045167118,1,East Huntingdon Township Bessemer Precinct 2,72.56,Edward T Clifford III,L,0.368487929,4.82,9745,1.597796143,58,42129410
2016,1024,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Jill Stein,GRN,0.041705766,NA,743,0.180668473,4,East Huntingdon Township Bessemer Precinct 2,72.56,Katie McGinty,D,1.334180432,34.88,62981,5.785123967,210,42129410
2016,1024,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Gary Johnson,L,0.229381712,2.38,4367,0.993676603,22,East Huntingdon Township Bessemer Precinct 2,72.56,Pat Toomey,R,2.90978399,59.55,107532,12.61707989,458,42129410
2016,1024,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Hillary Clinton,D,1.897612345,32.52,59669,8.220415537,182,East Huntingdon Township Bessemer Precinct 2,72.56,Edward T Clifford III,L,0.368487929,4.82,9745,1.597796143,58,42129410
2016,1024,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Donald J Trump,R,5.51558753,32.52,116522,23.8934056,529,East Huntingdon Township Bessemer Precinct 2,72.56,Katie McGinty,D,1.334180432,34.88,62981,5.785123967,210,42129410
2016,1024,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Darrell L Castle,C,0.010426441,0.3,557,0.045167118,1,East Huntingdon Township Bessemer Precinct 2,72.56,Pat Toomey,R,2.90978399,59.55,107532,12.61707989,458,42129410
2016,1024,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Jill Stein,GRN,0.041705766,NA,743,0.180668473,4,East Huntingdon Township Bessemer Precinct 2,72.56,Edward T Clifford III,L,0.368487929,4.82,9745,1.597796143,58,42129410
2016,1024,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Gary Johnson,L,0.229381712,2.38,4367,0.993676603,22,East Huntingdon Township Bessemer Precinct 2,72.56,Katie McGinty,D,1.334180432,34.88,62981,5.785123967,210,42129410
2016,1024,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Hillary Clinton,D,1.897612345,32.52,59669,8.220415537,182,East Huntingdon Township Bessemer Precinct 2,72.56,Pat Toomey,R,2.90978399,59.55,107532,12.61707989,458,42129410
2016,1024,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Donald J Trump,R,5.51558753,32.52,116522,23.8934056,529,East Huntingdon Township Bessemer Precinct 2,72.56,Edward T Clifford III,L,0.368487929,4.82,9745,1.597796143,58,42129410
2016,1024,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Darrell L Castle,C,0.010426441,0.3,557,0.045167118,1,East Huntingdon Township Bessemer Precinct 2,72.56,Katie McGinty,D,1.334180432,34.88,62981,5.785123967,210,42129410
2016,1024,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Jill Stein,GRN,0.041705766,NA,743,0.180668473,4,East Huntingdon Township Bessemer Precinct 2,72.56,Pat Toomey,R,2.90978399,59.55,107532,12.61707989,458,42129410
2016,1024,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Gary Johnson,L,0.229381712,2.38,4367,0.993676603,22,East Huntingdon Township Bessemer Precinct 2,72.56,Edward T Clifford III,L,0.368487929,4.82,9745,1.597796143,58,42129410
2016,1111,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Hillary Clinton,D,1.928891669,32.52,59669,8.15696649,185,East Huntingdon Township Ruffsdale,69.31,Katie McGinty,D,1.365946633,34.88,62981,5.725699068,215,42129420
2016,1111,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Donald J Trump,R,5.651131269,32.52,116522,23.89770723,542,East Huntingdon Township Ruffsdale,69.31,Pat Toomey,R,3.062261753,59.55,107532,12.83621838,482,42129420
2016,1111,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Darrell L Castle,C,0.031279324,0.3,557,0.132275132,3,East Huntingdon Township Ruffsdale,69.31,Edward T Clifford III,L,0.343074968,4.82,9745,1.438082557,54,42129420
2016,1111,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Jill Stein,GRN,0.031279324,NA,761,0.132275132,3,East Huntingdon Township Ruffsdale,69.31,Katie McGinty,D,1.365946633,34.88,62981,5.725699068,215,42129420
2016,1111,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Gary Johnson,L,0.239808153,2.38,4367,1.014109347,23,East Huntingdon Township Ruffsdale,69.31,Pat Toomey,R,3.062261753,59.55,107532,12.83621838,482,42129420
2016,1111,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Hillary Clinton,D,1.928891669,32.52,59669,8.15696649,185,East Huntingdon Township Ruffsdale,69.31,Edward T Clifford III,L,0.343074968,4.82,9745,1.438082557,54,42129420
2016,1111,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Donald J Trump,R,5.651131269,32.52,116522,23.89770723,542,East Huntingdon Township Ruffsdale,69.31,Katie McGinty,D,1.365946633,34.88,62981,5.725699068,215,42129420
2016,1111,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Darrell L Castle,C,0.031279324,0.3,557,0.132275132,3,East Huntingdon Township Ruffsdale,69.31,Pat Toomey,R,3.062261753,59.55,107532,12.83621838,482,42129420
2016,1111,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Jill Stein,GRN,0.031279324,NA,761,0.132275132,3,East Huntingdon Township Ruffsdale,69.31,Edward T Clifford III,L,0.343074968,4.82,9745,1.438082557,54,42129420
2016,1111,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Gary Johnson,L,0.239808153,2.38,4367,1.014109347,23,East Huntingdon Township Ruffsdale,69.31,Katie McGinty,D,1.365946633,34.88,62981,5.725699068,215,42129420
2016,1111,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Hillary Clinton,D,1.928891669,32.52,59669,8.15696649,185,East Huntingdon Township Ruffsdale,69.31,Pat Toomey,R,3.062261753,59.55,107532,12.83621838,482,42129420
2016,1111,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Donald J Trump,R,5.651131269,32.52,116522,23.89770723,542,East Huntingdon Township Ruffsdale,69.31,Edward T Clifford III,L,0.343074968,4.82,9745,1.438082557,54,42129420
2016,1111,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Darrell L Castle,C,0.031279324,0.3,557,0.132275132,3,East Huntingdon Township Ruffsdale,69.31,Katie McGinty,D,1.365946633,34.88,62981,5.725699068,215,42129420
2016,1111,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Jill Stein,GRN,0.031279324,NA,761,0.132275132,3,East Huntingdon Township Ruffsdale,69.31,Pat Toomey,R,3.062261753,59.55,107532,12.83621838,482,42129420
2016,1111,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Gary Johnson,L,0.239808153,2.38,4367,1.014109347,23,East Huntingdon Township Ruffsdale,69.31,Edward T Clifford III,L,0.343074968,4.82,9745,1.438082557,54,42129420
2016,469,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Hillary Clinton,D,0.708998019,32.52,59669,6.868686869,68,East Huntingdon Township Stoner,71.22,Katie McGinty,D,0.559085133,34.88,62981,5.432098765,88,42129430
2016,469,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Donald J Trump,R,2.564904598,32.52,116522,24.84848485,246,East Huntingdon Township Stoner,71.22,Pat Toomey,R,1.365946633,59.55,107532,13.27160494,215,42129430
2016,469,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Darrell L Castle,C,0.020852883,0.3,557,0.202020202,2,East Huntingdon Township Stoner,71.22,Edward T Clifford III,L,0.133418043,4.82,9745,1.296296296,21,42129430
2016,469,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Jill Stein,GRN,0.020852883,NA,333,0.202020202,2,East Huntingdon Township Stoner,71.22,Katie McGinty,D,0.559085133,34.88,62981,5.432098765,88,42129430
2016,469,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Gary Johnson,L,0.125117297,2.38,4367,1.212121212,12,East Huntingdon Township Stoner,71.22,Pat Toomey,R,1.365946633,59.55,107532,13.27160494,215,42129430
2016,469,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Hillary Clinton,D,0.708998019,32.52,59669,6.868686869,68,East Huntingdon Township Stoner,71.22,Edward T Clifford III,L,0.133418043,4.82,9745,1.296296296,21,42129430
2016,469,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Donald J Trump,R,2.564904598,32.52,116522,24.84848485,246,East Huntingdon Township Stoner,71.22,Katie McGinty,D,0.559085133,34.88,62981,5.432098765,88,42129430
2016,469,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Darrell L Castle,C,0.020852883,0.3,557,0.202020202,2,East Huntingdon Township Stoner,71.22,Pat Toomey,R,1.365946633,59.55,107532,13.27160494,215,42129430
2016,469,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Jill Stein,GRN,0.020852883,NA,333,0.202020202,2,East Huntingdon Township Stoner,71.22,Edward T Clifford III,L,0.133418043,4.82,9745,1.296296296,21,42129430
2016,469,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Gary Johnson,L,0.125117297,2.38,4367,1.212121212,12,East Huntingdon Township Stoner,71.22,Katie McGinty,D,0.559085133,34.88,62981,5.432098765,88,42129430
2016,469,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Hillary Clinton,D,0.708998019,32.52,59669,6.868686869,68,East Huntingdon Township Stoner,71.22,Pat Toomey,R,1.365946633,59.55,107532,13.27160494,215,42129430
2016,469,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Donald J Trump,R,2.564904598,32.52,116522,24.84848485,246,East Huntingdon Township Stoner,71.22,Edward T Clifford III,L,0.133418043,4.82,9745,1.296296296,21,42129430
2016,469,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Darrell L Castle,C,0.020852883,0.3,557,0.202020202,2,East Huntingdon Township Stoner,71.22,Katie McGinty,D,0.559085133,34.88,62981,5.432098765,88,42129430
2016,469,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Jill Stein,GRN,0.020852883,NA,333,0.202020202,2,East Huntingdon Township Stoner,71.22,Pat Toomey,R,1.365946633,59.55,107532,13.27160494,215,42129430
2016,469,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Gary Johnson,L,0.125117297,2.38,4367,1.212121212,12,East Huntingdon Township Stoner,71.22,Edward T Clifford III,L,0.133418043,4.82,9745,1.296296296,21,42129430
2016,608,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Hillary Clinton,D,1.29287874,32.52,59669,9.480122324,124,East Huntingdon Township Strohms,73.52,Katie McGinty,D,0.83227446,34.88,62981,6.009174312,131,42129440
2016,608,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Donald J Trump,R,3.159211761,32.52,116522,23.16513761,303,East Huntingdon Township Strohms,73.52,Pat Toomey,R,1.696315121,59.55,107532,12.24770642,267,42129440
2016,608,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Darrell L Castle,C,0.020852883,0.3,557,0.152905199,2,East Huntingdon Township Strohms,73.52,Edward T Clifford III,L,0.241423126,4.82,9745,1.743119266,38,42129440
2016,608,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Jill Stein,GRN,0.020852883,NA,438,0.152905199,2,East Huntingdon Township Strohms,73.52,Katie McGinty,D,0.83227446,34.88,62981,6.009174312,131,42129440
2016,608,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Gary Johnson,L,0.052132207,2.38,4367,0.382262997,5,East Huntingdon Township Strohms,73.52,Pat Toomey,R,1.696315121,59.55,107532,12.24770642,267,42129440
2016,608,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Hillary Clinton,D,1.29287874,32.52,59669,9.480122324,124,East Huntingdon Township Strohms,73.52,Edward T Clifford III,L,0.241423126,4.82,9745,1.743119266,38,42129440
2016,608,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Donald J Trump,R,3.159211761,32.52,116522,23.16513761,303,East Huntingdon Township Strohms,73.52,Katie McGinty,D,0.83227446,34.88,62981,6.009174312,131,42129440
2016,608,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Darrell L Castle,C,0.020852883,0.3,557,0.152905199,2,East Huntingdon Township Strohms,73.52,Pat Toomey,R,1.696315121,59.55,107532,12.24770642,267,42129440
2016,608,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Jill Stein,GRN,0.020852883,NA,438,0.152905199,2,East Huntingdon Township Strohms,73.52,Edward T Clifford III,L,0.241423126,4.82,9745,1.743119266,38,42129440
2016,608,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Gary Johnson,L,0.052132207,2.38,4367,0.382262997,5,East Huntingdon Township Strohms,73.52,Katie McGinty,D,0.83227446,34.88,62981,6.009174312,131,42129440
2016,608,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Hillary Clinton,D,1.29287874,32.52,59669,9.480122324,124,East Huntingdon Township Strohms,73.52,Pat Toomey,R,1.696315121,59.55,107532,12.24770642,267,42129440
2016,608,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Donald J Trump,R,3.159211761,32.52,116522,23.16513761,303,East Huntingdon Township Strohms,73.52,Edward T Clifford III,L,0.241423126,4.82,9745,1.743119266,38,42129440
2016,608,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Darrell L Castle,C,0.020852883,0.3,557,0.152905199,2,East Huntingdon Township Strohms,73.52,Katie McGinty,D,0.83227446,34.88,62981,6.009174312,131,42129440
2016,608,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Jill Stein,GRN,0.020852883,NA,438,0.152905199,2,East Huntingdon Township Strohms,73.52,Pat Toomey,R,1.696315121,59.55,107532,12.24770642,267,42129440
2016,608,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Gary Johnson,L,0.052132207,2.38,4367,0.382262997,5,East Huntingdon Township Strohms,73.52,Edward T Clifford III,L,0.241423126,4.82,9745,1.743119266,38,42129440
2016,1284,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Hillary Clinton,D,2.439787301,32.52,59669,8.324439701,234,East Huntingdon Township Whites,73.91,Katie McGinty,D,1.537484117,34.88,62981,5.31284303,242,42129450
2016,1284,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Donald J Trump,R,7.058700865,32.52,116522,24.08395589,677,East Huntingdon Township Whites,73.91,Pat Toomey,R,3.907242694,59.55,107532,13.50164654,615,42129450
2016,1284,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Darrell L Castle,C,0.041705766,0.3,557,0.142298115,4,East Huntingdon Township Whites,73.91,Edward T Clifford III,L,0.343074968,4.82,9745,1.185510428,54,42129450
2016,1284,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Jill Stein,GRN,0.031279324,NA,945,0.106723586,3,East Huntingdon Township Whites,73.91,Katie McGinty,D,1.537484117,34.88,62981,5.31284303,242,42129450
2016,1284,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Gary Johnson,L,0.198102388,2.38,4367,0.675916044,19,East Huntingdon Township Whites,73.91,Pat Toomey,R,3.907242694,59.55,107532,13.50164654,615,42129450
2016,1284,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Hillary Clinton,D,2.439787301,32.52,59669,8.324439701,234,East Huntingdon Township Whites,73.91,Edward T Clifford III,L,0.343074968,4.82,9745,1.185510428,54,42129450
2016,1284,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Donald J Trump,R,7.058700865,32.52,116522,24.08395589,677,East Huntingdon Township Whites,73.91,Katie McGinty,D,1.537484117,34.88,62981,5.31284303,242,42129450
2016,1284,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Darrell L Castle,C,0.041705766,0.3,557,0.142298115,4,East Huntingdon Township Whites,73.91,Pat Toomey,R,3.907242694,59.55,107532,13.50164654,615,42129450
2016,1284,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Jill Stein,GRN,0.031279324,NA,945,0.106723586,3,East Huntingdon Township Whites,73.91,Edward T Clifford III,L,0.343074968,4.82,9745,1.185510428,54,42129450
2016,1284,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Gary Johnson,L,0.198102388,2.38,4367,0.675916044,19,East Huntingdon Township Whites,73.91,Katie McGinty,D,1.537484117,34.88,62981,5.31284303,242,42129450
2016,1284,E Huntingdon Twp,NA,NA,NA,100,112790,NA,NA,Hillary Clinton,D,2.439787301,32.52,59669,8.324439701,234,East Huntingdon Township Whites,73.91,Pat Toomey,R,3.907242694,59.55,107532,13.50164654,615,42129450
